css_var,mode,layer,source_file,derivation,depends_on,alpha_only
--bs-accordion-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-color,accordion-color,False
--bs-accordion-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-bg,accordion-bg,False
--bs-accordion-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-border-color,accordion-border-color,False
--bs-accordion-btn-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-button-color,accordion-button-color,False
--bs-accordion-btn-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-button-bg,accordion-button-bg,False
--bs-accordion-btn-focus-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-button-focus-box-shadow,accordion-button-focus-box-shadow,False
--bs-accordion-body-padding-x,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-body-padding-x,accordion-body-padding-x,False
--bs-accordion-body-padding-y,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-body-padding-y,accordion-body-padding-y,False
--bs-accordion-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-button-active-color,accordion-button-active-color,False
--bs-accordion-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_accordion.scss,alias: accordion-button-active-bg,accordion-button-active-bg,False
--bs-alert-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_alert.scss,transparent,,False
--bs-alert-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_alert.scss,inherit,,False
--bs-alert-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_alert.scss,transparent,,False
--bs-alert-link-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_alert.scss,inherit,,False
--bs-alert-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_alert.scss,alias: $state-text-emphasis,$state-text-emphasis,False
--bs-alert-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_alert.scss,alias: $state-bg-subtle,$state-bg-subtle,False
--bs-alert-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_alert.scss,alias: $state-border-subtle,$state-border-subtle,False
--bs-alert-link-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_alert.scss,alias: $state-text-emphasis,$state-text-emphasis,False
--bs-badge-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_badge.scss,alias: badge-color,badge-color,False
--bs-breadcrumb-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_breadcrumb.scss,alias: breadcrumb-bg,breadcrumb-bg,False
--bs-breadcrumb-divider-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_breadcrumb.scss,alias: breadcrumb-divider-color,breadcrumb-divider-color,False
--bs-breadcrumb-item-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_breadcrumb.scss,alias: breadcrumb-active-color,breadcrumb-active-color,False
--bs-btn-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,alias: btn-color,btn-color,False
--bs-btn-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,transparent,,False
--bs-btn-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,transparent,,False
--bs-btn-hover-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,transparent,,False
--bs-btn-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,alias: btn-box-shadow,btn-box-shadow,False
--bs-btn-focus-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,"alpha(btn-focus-shadow, 0.5)",btn-focus-shadow,True
--bs-btn-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,alias: btn-link-color,btn-link-color,False
--bs-btn-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,transparent,,False
--bs-btn-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,transparent,,False
--bs-btn-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,alias: btn-link-hover-color,btn-link-hover-color,False
--bs-btn-hover-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,transparent,,False
--bs-btn-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,alias: btn-link-hover-color,btn-link-hover-color,False
--bs-btn-active-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,transparent,,False
--bs-btn-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,alias: btn-link-disabled-color,btn-link-disabled-color,False
--bs-btn-disabled-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,transparent,,False
--bs-btn-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,0 0 0 #000,,False
--bs-btn-focus-shadow-rgb,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_buttons.scss,alias: btn-link-focus-shadow-rgb,btn-link-focus-shadow-rgb,False
--bs-card-title-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_card.scss,alias: card-title-color,card-title-color,False
--bs-card-subtitle-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_card.scss,alias: card-subtitle-color,card-subtitle-color,False
--bs-card-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_card.scss,alias: card-border-color,card-border-color,False
--bs-card-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_card.scss,alias: card-box-shadow,card-box-shadow,False
--bs-card-cap-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_card.scss,alias: card-cap-bg,card-cap-bg,False
--bs-card-cap-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_card.scss,alias: card-cap-color,card-cap-color,False
--bs-card-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_card.scss,alias: card-color,card-color,False
--bs-card-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_card.scss,alias: card-bg,card-bg,False
--bs-btn-close-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_close.scss,alias: btn-close-color,btn-close-color,False
--bs-btn-close-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_close.scss,escape-svg($btn-close-bg),btn-close-bg,False
--bs-btn-close-focus-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_close.scss,alias: btn-close-focus-shadow,btn-close-focus-shadow,False
--bs-btn-close-white-filter,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_close.scss,alias: btn-close-white-filter,btn-close-white-filter,False
--bs-dropdown-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-color,dropdown-color,False
--bs-dropdown-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-bg,dropdown-bg,False
--bs-dropdown-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-border-color,dropdown-border-color,False
--bs-dropdown-divider-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-divider-bg,dropdown-divider-bg,False
--bs-dropdown-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-box-shadow,dropdown-box-shadow,False
--bs-dropdown-link-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-link-color,dropdown-link-color,False
--bs-dropdown-link-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-link-hover-color,dropdown-link-hover-color,False
--bs-dropdown-link-hover-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-link-hover-bg,dropdown-link-hover-bg,False
--bs-dropdown-link-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-link-active-color,dropdown-link-active-color,False
--bs-dropdown-link-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-link-active-bg,dropdown-link-active-bg,False
--bs-dropdown-link-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-link-disabled-color,dropdown-link-disabled-color,False
--bs-dropdown-header-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-header-color,dropdown-header-color,False
--bs-dropdown-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-color,dropdown-dark-color,False
--bs-dropdown-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-bg,dropdown-dark-bg,False
--bs-dropdown-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-border-color,dropdown-dark-border-color,False
--bs-dropdown-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-box-shadow,dropdown-dark-box-shadow,False
--bs-dropdown-link-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-link-color,dropdown-dark-link-color,False
--bs-dropdown-link-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-link-hover-color,dropdown-dark-link-hover-color,False
--bs-dropdown-divider-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-divider-bg,dropdown-dark-divider-bg,False
--bs-dropdown-link-hover-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-link-hover-bg,dropdown-dark-link-hover-bg,False
--bs-dropdown-link-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-link-active-color,dropdown-dark-link-active-color,False
--bs-dropdown-link-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-link-active-bg,dropdown-dark-link-active-bg,False
--bs-dropdown-link-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-link-disabled-color,dropdown-dark-link-disabled-color,False
--bs-dropdown-header-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_dropdown.scss,alias: dropdown-dark-header-color,dropdown-dark-header-color,False
--bs-list-group-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-color,list-group-color,False
--bs-list-group-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-bg,list-group-bg,False
--bs-list-group-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-border-color,list-group-border-color,False
--bs-list-group-action-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-action-color,list-group-action-color,False
--bs-list-group-action-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-action-hover-color,list-group-action-hover-color,False
--bs-list-group-action-hover-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-hover-bg,list-group-hover-bg,False
--bs-list-group-action-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-action-active-color,list-group-action-active-color,False
--bs-list-group-action-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-action-active-bg,list-group-action-active-bg,False
--bs-list-group-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-disabled-color,list-group-disabled-color,False
--bs-list-group-disabled-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-disabled-bg,list-group-disabled-bg,False
--bs-list-group-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-active-color,list-group-active-color,False
--bs-list-group-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-active-bg,list-group-active-bg,False
--bs-list-group-active-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: list-group-active-border-color,list-group-active-border-color,False
--bs-list-group-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: $state-text-emphasis,$state-text-emphasis,False
--bs-list-group-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: $state-bg-subtle,$state-bg-subtle,False
--bs-list-group-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: $state-border-subtle,$state-border-subtle,False
--bs-list-group-action-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: emphasis-color,emphasis-color,False
--bs-list-group-action-hover-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: $state-border-subtle,$state-border-subtle,False
--bs-list-group-action-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: emphasis-color,emphasis-color,False
--bs-list-group-action-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: $state-border-subtle,$state-border-subtle,False
--bs-list-group-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: $state-bg-subtle,$state-bg-subtle,False
--bs-list-group-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: $state-text-emphasis,$state-text-emphasis,False
--bs-list-group-active-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_list-group.scss,alias: $state-text-emphasis,$state-text-emphasis,False
--bs-modal-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-content-color,modal-content-color,False
--bs-modal-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-content-bg,modal-content-bg,False
--bs-modal-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-content-border-color,modal-content-border-color,False
--bs-modal-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-content-box-shadow-xs,modal-content-box-shadow-xs,False
--bs-modal-header-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-header-border-color,modal-header-border-color,False
--bs-modal-footer-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-footer-bg,modal-footer-bg,False
--bs-modal-footer-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-footer-border-color,modal-footer-border-color,False
--bs-backdrop-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-backdrop-bg,modal-backdrop-bg,False
--bs-modal-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_modal.scss,alias: modal-content-box-shadow-sm-up,modal-content-box-shadow-sm-up,False
--bs-nav-link-padding-x,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-link-padding-x,nav-link-padding-x,False
--bs-nav-link-padding-y,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-link-padding-y,nav-link-padding-y,False
--bs-nav-link-font-weight,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-link-font-weight,nav-link-font-weight,False
--bs-nav-link-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-link-color,nav-link-color,False
--bs-nav-link-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-link-hover-color,nav-link-hover-color,False
--bs-nav-link-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-link-disabled-color,nav-link-disabled-color,False
--bs-nav-tabs-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-tabs-border-color,nav-tabs-border-color,False
--bs-nav-tabs-link-hover-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-tabs-link-hover-border-color,nav-tabs-link-hover-border-color,False
--bs-nav-tabs-link-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-tabs-link-active-color,nav-tabs-link-active-color,False
--bs-nav-tabs-link-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-tabs-link-active-bg,nav-tabs-link-active-bg,False
--bs-nav-tabs-link-active-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-tabs-link-active-border-color,nav-tabs-link-active-border-color,False
--bs-nav-pills-link-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-pills-link-active-color,nav-pills-link-active-color,False
--bs-nav-pills-link-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-pills-link-active-bg,nav-pills-link-active-bg,False
--bs-nav-underline-link-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_nav.scss,alias: nav-underline-link-active-color,nav-underline-link-active-color,False
--bs-navbar-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-light-color,navbar-light-color,False
--bs-navbar-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-light-hover-color,navbar-light-hover-color,False
--bs-navbar-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-light-disabled-color,navbar-light-disabled-color,False
--bs-navbar-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-light-active-color,navbar-light-active-color,False
--bs-navbar-brand-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-light-brand-color,navbar-light-brand-color,False
--bs-navbar-brand-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-light-brand-hover-color,navbar-light-brand-hover-color,False
--bs-navbar-nav-link-padding-x,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-nav-link-padding-x,navbar-nav-link-padding-x,False
--bs-navbar-toggler-icon-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,escape-svg($navbar-light-toggler-icon-bg),navbar-light-toggler-icon-bg,False
--bs-navbar-toggler-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-light-toggler-border-color,navbar-light-toggler-border-color,False
--bs-nav-link-padding-x,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,0,,False
--bs-nav-link-padding-y,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: nav-link-padding-y,nav-link-padding-y,False
--bs-nav-link-font-weight,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: nav-link-font-weight,nav-link-font-weight,False
--bs-nav-link-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-color,navbar-color,False
--bs-nav-link-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-hover-color,navbar-hover-color,False
--bs-nav-link-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-disabled-color,navbar-disabled-color,False
--bs-navbar-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-dark-color,navbar-dark-color,False
--bs-navbar-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-dark-hover-color,navbar-dark-hover-color,False
--bs-navbar-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-dark-disabled-color,navbar-dark-disabled-color,False
--bs-navbar-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-dark-active-color,navbar-dark-active-color,False
--bs-navbar-brand-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-dark-brand-color,navbar-dark-brand-color,False
--bs-navbar-brand-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-dark-brand-hover-color,navbar-dark-brand-hover-color,False
--bs-navbar-toggler-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,alias: navbar-dark-toggler-border-color,navbar-dark-toggler-border-color,False
--bs-navbar-toggler-icon-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,escape-svg($navbar-dark-toggler-icon-bg),navbar-dark-toggler-icon-bg,False
--bs-navbar-toggler-icon-bg,dark,bootstrap-core,src/scss/bootstrap-rtl-fix/_navbar.scss,escape-svg($navbar-dark-toggler-icon-bg),navbar-dark-toggler-icon-bg,False
--bs-offcanvas-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_offcanvas.scss,alias: offcanvas-color,offcanvas-color,False
--bs-offcanvas-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_offcanvas.scss,alias: offcanvas-bg-color,offcanvas-bg-color,False
--bs-offcanvas-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_offcanvas.scss,alias: offcanvas-border-color,offcanvas-border-color,False
--bs-offcanvas-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_offcanvas.scss,alias: offcanvas-box-shadow,offcanvas-box-shadow,False
--bs-pagination-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-color,pagination-color,False
--bs-pagination-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-bg,pagination-bg,False
--bs-pagination-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-border-color,pagination-border-color,False
--bs-pagination-hover-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-hover-color,pagination-hover-color,False
--bs-pagination-hover-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-hover-bg,pagination-hover-bg,False
--bs-pagination-hover-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-hover-border-color,pagination-hover-border-color,False
--bs-pagination-focus-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-focus-color,pagination-focus-color,False
--bs-pagination-focus-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-focus-bg,pagination-focus-bg,False
--bs-pagination-focus-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-focus-box-shadow,pagination-focus-box-shadow,False
--bs-pagination-active-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-active-color,pagination-active-color,False
--bs-pagination-active-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-active-bg,pagination-active-bg,False
--bs-pagination-active-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-active-border-color,pagination-active-border-color,False
--bs-pagination-disabled-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-disabled-color,pagination-disabled-color,False
--bs-pagination-disabled-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-disabled-bg,pagination-disabled-bg,False
--bs-pagination-disabled-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_pagination.scss,alias: pagination-disabled-border-color,pagination-disabled-border-color,False
--bs-popover-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_popover.scss,alias: popover-bg,popover-bg,False
--bs-popover-border-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_popover.scss,alias: popover-border-color,popover-border-color,False
--bs-popover-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_popover.scss,alias: popover-box-shadow,popover-box-shadow,False
--bs-popover-header-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_popover.scss,alias: popover-header-color,popover-header-color,False
--bs-popover-header-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_popover.scss,alias: popover-header-bg,popover-header-bg,False
--bs-popover-body-padding-x,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_popover.scss,alias: popover-body-padding-x,popover-body-padding-x,False
--bs-popover-body-padding-y,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_popover.scss,alias: popover-body-padding-y,popover-body-padding-y,False
--bs-popover-body-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_popover.scss,alias: popover-body-color,popover-body-color,False
--bs-progress-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_progress.scss,alias: progress-bg,progress-bg,False
--bs-progress-box-shadow,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_progress.scss,alias: progress-box-shadow,progress-box-shadow,False
--bs-progress-bar-color,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_progress.scss,alias: progress-bar-color,progress-bar-color,False
--bs-progress-bar-bg,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_progress.scss,alias: progress-bar-bg,progress-bar-bg,False
--bs-link-color-rgb,any,bootstrap-core,src/scss/bootstrap-rtl-fix/_reboot.scss,alias: link-hover-color-rgb,link-hover-color-rgb,False
--bs-white-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($white),white,False
--bs-black-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($black),black,False
--bs-gradient,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: gradient,gradient,False
--bs-body-font-family,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,inspect($font-family-base),font-family-base,False
--bs-body-font-weight,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: font-weight-base,font-weight-base,False
--bs-body-line-height,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: line-height-base,line-height-base,False
--bs-body-text-align,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-text-align,body-text-align,False
--bs-body-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-color,body-color,False
--bs-body-color-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-color),body-color,False
--bs-body-bg,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-bg,body-bg,False
--bs-body-bg-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-bg),body-bg,False
--bs-emphasis-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-emphasis-color,body-emphasis-color,False
--bs-emphasis-color-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-emphasis-color),body-emphasis-color,False
--bs-secondary-color,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-secondary-color,body-secondary-color,False
--bs-secondary-color-rgb,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,to-rgb($body-secondary-color),body-secondary-color,False
--bs-secondary-bg,light,bootstrap-core,src/scss/bootstrap-rtl-fix/_root.scss,alias: body-secondary-bg,body-secondary-bg,False
